"Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Latitude","Longitude","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year"
14459832,FALSE,2015-05-28,0,2,0,1,"B - SUSPECTED MINOR INJURY",0,3,1,29.46072082,-98.52301352,"N ZARZAMORA ST",3134,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2015
14459832,FALSE,2015-05-28,0,2,0,1,"B - SUSPECTED MINOR INJURY",0,3,1,29.46072082,-98.52301352,"N ZARZAMORA ST",3134,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","16",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2015
14459832,FALSE,2015-05-28,0,2,0,1,"B - SUSPECTED MINOR INJURY",0,3,1,29.46072082,-98.52301352,"N ZARZAMORA ST",3134,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","17",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2015
14460742,FALSE,2015-05-28,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.42814964,-98.52676592,"W COMMERCE ST",2875,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","22",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2015
14459679,FALSE,2015-05-29,0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.52841064,-98.5592839,"IH0010",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","38",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2015
14460389,TRUE,2015-05-29,1,0,2,0,"K - FATAL INJURY",0,0,0,29.42711966,-98.41864738,"IH0010",NA,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","62",1,"B - BLACK","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","May",2015
14460418,FALSE,2015-05-29,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.6189022,-98.49419204,"STONE OAK PKWY",19016,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","26",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2015
14460611,TRUE,2015-05-30,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.47297741,-98.57794597,"SS0421",1998,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","19",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2015
14484324,FALSE,2015-05-30,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,NA,NA,"WURZBACH RD",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","44",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2015
14460892,TRUE,2015-05-31,0,0,0,4,"C - POSSIBLE INJURY",0,4,0,29.54256752,-98.58097649,"SL0345",10698,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","66",0,"98 - OTHER","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2015
14491766,FALSE,2015-06-05,0,0,1,0,"N - NOT INJURED",0,0,1,29.49821261,-98.50777831,"BLANCO RD",5229,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","27",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June",2015
14484357,FALSE,2015-06-06,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,NA,NA,"EMERALD ASH",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","7",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14484911,FALSE,2015-06-08,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.4270971,-98.52737427,"BUENA VISTA ST",2607,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","52",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14493730,FALSE,2015-06-09,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.39707987,-98.48739456,"W HIGHLAND BLVD",544,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14504696,TRUE,2015-06-09,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.42542497,-98.49814231,"W COMMERCE ST",501,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","67",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14484573,TRUE,2015-06-10,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.36978498,-98.5544223,"CREIGHTON AVE",698,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14484276,TRUE,2015-06-11,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,29.41564497,-98.48949232,"S ALAMO ST",900,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","26",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2015
14494121,FALSE,2015-06-11,1,0,0,0,"K - FATAL INJURY",0,0,1,29.49823342,-98.71523046,"FM0471",11293,"No Data","No Data","No Data",1,"3 - PEDALCYCLIST",0,0,0,0,0,0,"No Data","No Data","No Data","67",1,"W - WHITE","1 - MALE","K - FATAL INJURY",0,0,0,0,"3 - PEDALCYCLIST","June",2015
14507410,TRUE,2015-06-11,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.41337497,-98.46125232,"S NEW BRAUNFELS AVE",598,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","48",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14484474,TRUE,2015-06-12,0,0,1,0,"N - NOT INJURED",0,0,1,29.42931497,-98.49333231,"W MARTIN ST",101,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","28",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2015
14492556,FALSE,2015-06-12,1,0,1,0,"K - FATAL INJURY",1,1,0,29.36012235,-98.53407231,"S ZARZAMORA ST",6811,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","57",1,"H - HISPANIC","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","June",2015
14492556,FALSE,2015-06-12,1,0,1,0,"K - FATAL INJURY",1,1,0,29.36012235,-98.53407231,"S ZARZAMORA ST",6811,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","51",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14487548,FALSE,2015-06-13,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.41926012,-98.5554486,"S GENERAL MCMULLEN DR",839,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","83",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14489728,FALSE,2015-06-13,0,1,0,1,"B - SUSPECTED MINOR INJURY",0,2,1,NA,NA,"MARBACH RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14496900,FALSE,2015-06-13,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.3637473,-98.56155464,"W MAYFIELD BLVD",1819,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","13",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14499711,TRUE,2015-06-13,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.57002807,-98.51837201,"FM2696",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14487900,FALSE,2015-06-15,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,NA,NA,"PRIVATE DR",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14490198,TRUE,2015-06-15,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.34051499,-98.48982232,"CHAUCER AVE",1000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14491657,FALSE,2015-06-16,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,NA,NA,"VANCE JACKSON",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","42",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14491819,FALSE,2015-06-16,0,0,1,2,"C - POSSIBLE INJURY",0,2,0,NA,NA,"SW MILITARY DR",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","48",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14491819,FALSE,2015-06-16,0,0,1,2,"C - POSSIBLE INJURY",0,2,0,NA,NA,"SW MILITARY DR",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14492203,FALSE,2015-06-16,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.53899762,-98.55418963,"WURZBACH RD",10739,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","35",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14496090,FALSE,2015-06-16,0,0,2,0,"N - NOT INJURED",0,0,0,29.4863879,-98.5349623,"VANCE JACKSON RD",1394,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June",2015
14511896,FALSE,2015-06-16,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.44789422,-98.64587713,"W MILITARY DR",8900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","30",0,"B - BLACK","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14492764,TRUE,2015-06-17,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.32305499,-98.50379232,"MOURSUND BLVD",698,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","18",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14496058,FALSE,2015-06-17,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,NA,NA,"S GENERAL MCMULLEN",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","59",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14494289,FALSE,2015-06-18,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.43023736,-98.54843138,"W COMMERCE ST",4410,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","57",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14495715,FALSE,2015-06-18,0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,NA,NA,"BABCOCK RD",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","48",0,"B - BLACK","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","June",2015
14495998,FALSE,2015-06-19,0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.42452675,-98.45674595,"N GEVERS ST",567,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","43",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14496424,FALSE,2015-06-19,0,0,0,1,"C - POSSIBLE INJURY",0,1,1,NA,NA,"PINN RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","67",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14499536,FALSE,2015-06-20,0,1,4,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.47325922,-98.53481213,"FREDERICKSBURG RD",3323,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","40",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14500727,FALSE,2015-06-22,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.3780604,-98.71666488,"US0090",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","33",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14519921,TRUE,2015-06-22,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,29.64125493,-98.43996232,"E EVANS RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","12",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14559966,TRUE,2015-06-22,0,0,3,0,"N - NOT INJURED",0,0,0,29.42687497,-98.57243229,"SW 36TH ST",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","37",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2015
14501632,TRUE,2015-06-23,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.34771497,-98.48124646,"SS0536",3800,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","16",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14502823,FALSE,2015-06-23,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,NA,NA,"LESLIE RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","69",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14503190,FALSE,2015-06-23,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,NA,NA,"SL0410",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","60",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14503193,FALSE,2015-06-23,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,NA,NA,"CALLAGHAN RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14503387,TRUE,2015-06-24,0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,29.46649496,-98.48701231,"E HILDEBRAND AVE",398,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","43",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14505287,FALSE,2015-06-25,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.49345148,-98.68066991,"CLIFFBRIER DR",5803,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14505344,FALSE,2015-06-25,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.39879498,-98.40468037,"SL0013",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14506458,FALSE,2015-06-25,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,NA,NA,"S FLORES ST",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2015
14507385,FALSE,2015-06-25,0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,NA,NA,"NACOGDOCHES RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","4",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2015
14506284,TRUE,2015-06-26,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.42437658,-98.42181434,"IH0010",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","42",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14506925,FALSE,2015-06-26,0,0,1,0,"N - NOT INJURED",0,0,1,NA,NA,"SAN PEDRO",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","18",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June",2015
14507090,FALSE,2015-06-26,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.39797566,-98.40458648,"SL0013",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","51",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2015
14507500,FALSE,2015-06-26,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.44045028,-98.4777138,"SL0368",1550,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","19",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2015
14507507,TRUE,2015-06-26,0,0,1,0,"N - NOT INJURED",0,0,1,29.44643351,-98.53804863,"SS0421",1901,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","54",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2015
14513120,TRUE,2015-06-26,0,0,2,1,"C - POSSIBLE INJURY",0,1,0,29.46117191,-98.4667423,"SL0368",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","19",0,"A - ASIAN","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2015
14514107,TRUE,2015-06-26,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,NA,NA,"W COMMERCE ST",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","63",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14509487,TRUE,2015-06-27,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,NA,NA,"BANDERA RD",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14514106,TRUE,2015-06-27,0,0,2,0,"N - NOT INJURED",0,0,0,29.46345496,-98.5249423,"N ELMENDORF ST",3398,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","36",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2015
14511601,TRUE,2015-06-28,0,0,2,0,"N - NOT INJURED",0,0,0,29.47802497,-98.66342227,"CULEBRA RD",8839,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","17",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June",2015
14509894,FALSE,2015-06-29,0,0,1,0,"N - NOT INJURED",0,0,1,NA,NA,"SW 410 LOOP",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","60",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2015
14511895,TRUE,2015-06-29,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.43880497,-98.49823231,"SAN PEDRO AVE",600,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","41",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14513411,TRUE,2015-06-29,0,0,2,0,"N - NOT INJURED",0,0,0,NA,NA,"SL1604",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","79",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2015
14515650,TRUE,2015-06-29,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.48007496,-98.5260123,"WEST AVE",2100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","48",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2015
14516650,TRUE,2015-06-29,0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,29.3655115,-98.52014439,"IH0035",NA,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2015
14512297,FALSE,2015-06-30,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,29.38204498,-98.46946951,"FAIRVIEW AVE",397,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","22",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14513212,FALSE,2015-06-30,0,0,1,1,"C - POSSIBLE INJURY",0,1,0,NA,NA,"SAN PEDRO AVE",NA,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","59",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2015
14199674,TRUE,2015-01-01,0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,29.42967497,-98.48434232,"MCCULLOUGH AVE",298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","56",0,"B - BLACK","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","January",2015
